Breed,Sex,DOB,Intake_Date,Outcome_Date,Intake_Type,Animal_Type,Outcome_Type,Intake_Condition,Time_in_Shelter_Days,Primary_Color,Secondary_Color,Outcome_Age,Shelter_Name,Intake_Age
DOMESTIC SH,Neutered,2013-07-17,2015-01-17,2015-01-31,OWNER SURRENDER,CAT,adoption,HEALTHY,14,brn tabby,none,563,Sonoma County Animal Shelter,549
DOMESTIC SH,Spayed,2015-05-25,2015-06-25,2100-01-01,STRAY,CAT,not available,TREATABLE/REHAB,0,brn tabby,white,NaT,Sonoma County Animal Shelter,31
PIT BULL,Neutered,2012-12-11,2015-12-11,2015-12-11,STRAY,DOG,return to owner,HEALTHY,0,black,white,1095,Sonoma County Animal Shelter,1095
CATAHOULA,Neutered,2015-04-27,2015-08-02,2015-08-28,CONFISCATE,DOG,adoption,HEALTHY,26,black,tan,123,Sonoma County Animal Shelter,97
AUST SHEPHERD/MIX,Male,1900-01-01,2019-08-28,2019-09-06,QUARANTINE,DOG,transfer,UNKNOWN,9,white,none,NaT,Sonoma County Animal Shelter,43703
CATAHOULA/MIX,Spayed,2011-12-14,2018-02-20,2018-03-01,QUARANTINE,DOG,return to owner,HEALTHY,9,tan,none,2269,Sonoma County Animal Shelter,2260
PIT BULL/MIX,Neutered,2011-11-24,2014-11-14,2015-08-05,STRAY,DOG,transfer,HEALTHY,264,tricolor,none,1350,Sonoma County Animal Shelter,1086
DOMESTIC SH,Male,2017-05-26,2017-10-12,2017-11-04,STRAY,CAT,return to owner,UNKNOWN,23,gray tabby,none,162,Sonoma County Animal Shelter,139
AUST SHEPHERD/MIX,Neutered,2008-04-13,2015-04-13,2015-04-14,STRAY,DOG,return to owner,HEALTHY,1,blue merle,gray,2557,Sonoma County Animal Shelter,2556
GERM SHEPHERD,Male,2018-08-21,2020-08-21,2020-09-30,STRAY,DOG,euthanize,UNTREATABLE,40,black,tan,771,Sonoma County Animal Shelter,731
GOLDEN RETR,Male,2017-03-04,2017-08-15,2017-08-16,STRAY,DOG,return to owner,UNKNOWN,1,red,none,165,Sonoma County Animal Shelter,164
CHIHUAHUA SH,Spayed,2013-12-01,2018-05-15,2018-06-12,OWNER SURRENDER,DOG,adoption,HEALTHY,28,white,none,1654,Sonoma County Animal Shelter,1626
LABRADOR RETR/MIX,Spayed,2017-05-31,2017-12-16,2017-12-19,STRAY,DOG,return to owner,UNKNOWN,3,white,brown,202,Sonoma County Animal Shelter,199
CAIRN TERRIER/MIX,Neutered,2011-06-20,2014-06-20,2014-06-20,STRAY,DOG,return to owner,HEALTHY,0,brown,none,1096,Sonoma County Animal Shelter,1096
DOMESTIC SH,Female,1900-01-01,2016-08-05,2016-08-08,STRAY,CAT,euthanize,UNTREATABLE,3,gray tabby,none,NaT,Sonoma County Animal Shelter,42585
PIT BULL,Spayed,2015-04-18,2015-12-22,2015-12-22,STRAY,DOG,return to owner,HEALTHY,0,gray,white,248,Sonoma County Animal Shelter,248
DOMESTIC SH,Neutered,1900-01-01,2015-10-17,2015-10-22,STRAY,CAT,return to owner,HEALTHY,5,buff,none,NaT,Sonoma County Animal Shelter,42292
GOAT,Male,1900-01-01,2023-07-17,2023-07-18,STRAY,OTHER,return to owner,UNKNOWN,1,white,brown,NaT,Sonoma County Animal Shelter,45122
PARSON RUSS TER,Neutered,2012-08-12,2014-08-12,2014-08-27,STRAY,DOG,adoption,HEALTHY,15,tricolor,none,745,Sonoma County Animal Shelter,730
PIT BULL/MIX,Male,2014-10-15,2015-12-05,2015-12-17,CONFISCATE,DOG,return to owner,HEALTHY,12,black,white,428,Sonoma County Animal Shelter,416
DOMESTIC SH,Spayed,2017-02-16,2017-08-12,2017-08-23,STRAY,CAT,adoption,HEALTHY,11,gray tabby,white,188,Sonoma County Animal Shelter,177
DOMESTIC SH,Male,2018-08-05,2018-09-05,2018-09-05,STRAY,CAT,transfer,TREATABLE/REHAB,0,brn tabby,none,31,Sonoma County Animal Shelter,31
DOMESTIC SH,Spayed,2020-06-01,2020-07-13,2020-08-28,STRAY,CAT,adoption,TREATABLE/REHAB,46,brn tabby,white,88,Sonoma County Animal Shelter,42
LABRADOR RETR/ROTTWEILER,Spayed,2014-06-13,2018-04-03,2018-04-04,STRAY,DOG,return to owner,HEALTHY,1,black,none,1391,Sonoma County Animal Shelter,1390
CHICKEN,Male,1900-01-01,2018-11-27,2018-11-29,STRAY,OTHER,euthanize,UNTREATABLE,2,red,none,NaT,Sonoma County Animal Shelter,43429
DALMATIAN,Neutered,2015-07-07,2018-06-30,2018-07-07,QUARANTINE,DOG,return to owner,UNKNOWN,7,white,black,1096,Sonoma County Animal Shelter,1089
CAIRN TERRIER/MIX,Neutered,2020-12-09,2022-12-07,2022-12-07,STRAY,DOG,return to owner,UNKNOWN,0,brown,none,728,Sonoma County Animal Shelter,728
SIBERIAN HUSKY,Neutered,2014-01-15,2022-01-15,2022-03-29,OWNER SURRENDER,DOG,euthanize,UNKNOWN,73,black,white,2995,Sonoma County Animal Shelter,2922
FOX TERR SMOOTH,Spayed,2008-06-24,2023-03-30,2023-03-30,STRAY,DOG,return to owner,UNKNOWN,0,tricolor,none,5392,Sonoma County Animal Shelter,5392
DOMESTIC SH,Female,2023-04-11,2023-05-11,2023-05-11,STRAY,CAT,transfer,UNKNOWN,0,blue cream,none,30,Sonoma County Animal Shelter,30
DOMESTIC SH,Female,1900-01-01,2022-07-07,2022-08-31,CONFISCATE,CAT,transfer,UNKNOWN,55,org tabby,none,NaT,Sonoma County Animal Shelter,44747
RABBIT SH,Female,1900-01-01,2015-05-15,2015-05-28,STRAY,OTHER,transfer,HEALTHY,13,brown,none,NaT,Sonoma County Animal Shelter,42137
DOMESTIC SH,Unknown,1900-01-01,2019-09-10,2019-09-10,STRAY,CAT,euthanize,UNKNOWN,0,tortie,none,NaT,Sonoma County Animal Shelter,43716
POODLE MIN/MIX,Spayed,2013-11-16,2014-05-16,2014-05-28,STRAY,DOG,adoption,HEALTHY,12,white,black,193,Sonoma County Animal Shelter,181
GERM SH POINT,Neutered,2009-05-08,2014-07-15,2014-08-22,STRAY,DOG,euthanize,TREATABLE/REHAB,38,black,white,1932,Sonoma County Animal Shelter,1894
PIT BULL/MIX,Spayed,2008-12-27,2014-03-20,2014-07-08,OWNER SURRENDER,DOG,adoption,TREATABLE/MANAGEABLE,110,red,none,2019,Sonoma County Animal Shelter,1909
PUG,Male,1900-01-01,2018-11-20,2018-11-20,STRAY,DOG,return to owner,UNKNOWN,0,white,none,NaT,Sonoma County Animal Shelter,43422
SALUKI,Female,1900-01-01,2016-06-04,2016-06-07,STRAY,DOG,return to owner,HEALTHY,3,brown,black,NaT,Sonoma County Animal Shelter,42523
DOMESTIC SH,Unknown,2013-05-23,2015-05-23,2015-05-26,STRAY,CAT,transfer,HEALTHY,3,white,black,733,Sonoma County Animal Shelter,730
DACHSHUND/MIX,Neutered,2017-02-27,2017-12-01,2017-12-01,ADOPTION RETURN,DOG,adoption,UNKNOWN,0,black,tan,277,Sonoma County Animal Shelter,277
WEST HIGHLAND/MIX,Male,2022-01-30,2023-01-30,2023-01-31,STRAY,DOG,return to owner,UNKNOWN,1,white,none,366,Sonoma County Animal Shelter,365
DOMESTIC MH,Spayed,2003-03-29,2016-03-29,2016-03-29,STRAY,CAT,return to owner,TREATABLE/MANAGEABLE,0,black,white,4749,Sonoma County Animal Shelter,4749
SIBERIAN HUSKY,Neutered,2014-08-21,2018-03-11,2018-03-13,STRAY,DOG,return to owner,UNKNOWN,2,red,white,1300,Sonoma County Animal Shelter,1298
DOMESTIC LH,Female,1900-01-01,2015-01-28,2015-01-30,STRAY,CAT,euthanize,UNTREATABLE,2,calico,none,NaT,Sonoma County Animal Shelter,42030
LABRADOR RETR/POODLE STND,Neutered,2011-01-25,2019-07-25,2019-07-25,STRAY,DOG,return to owner,UNKNOWN,0,white,none,3103,Sonoma County Animal Shelter,3103
DOMESTIC SH,Neutered,2023-05-01,2023-05-27,2023-07-22,STRAY,CAT,adoption,HEALTHY,56,black,none,82,Sonoma County Animal Shelter,26
PARSON RUSS TER/MIX,Spayed,2009-04-21,2014-12-10,2014-12-10,STRAY,DOG,return to owner,HEALTHY,0,tricolor,none,2059,Sonoma County Animal Shelter,2059
FOX TERR SMOOTH/MIX,Female,2002-06-13,2015-06-13,2015-07-16,STRAY,DOG,euthanize,UNTREATABLE,33,black,tan,4781,Sonoma County Animal Shelter,4748
DOMESTIC SH,Unknown,1900-01-01,2019-07-06,2019-07-06,STRAY,CAT,euthanize,UNKNOWN,0,black,white,NaT,Sonoma County Animal Shelter,43650
PARSON RUSS TER/MIX,Unknown,1900-01-01,2019-01-27,2019-01-27,STRAY,DOG,return to owner,TREATABLE/REHAB,0,brown,white,NaT,Sonoma County Animal Shelter,43490
CHICKEN,Male,1900-01-01,2019-02-06,2019-02-27,STRAY,OTHER,transfer,UNKNOWN,21,red,none,NaT,Sonoma County Animal Shelter,43500
LABRADOR RETR,Male,2016-12-21,2019-04-21,2019-04-21,STRAY,DOG,return to owner,UNKNOWN,0,yellow,none,851,Sonoma County Animal Shelter,851
CHIHUAHUA SH/MIX,Male,1900-01-01,2016-08-31,2016-09-01,CONFISCATE,DOG,return to owner,HEALTHY,1,black,tan,NaT,Sonoma County Animal Shelter,42611
GERM SHEPHERD/MIX,Neutered,2022-04-06,2022-07-06,2022-08-25,OWNER SURRENDER,DOG,adoption,HEALTHY,50,black,brown,141,Sonoma County Animal Shelter,91
DOMESTIC MH,Unknown,1900-01-01,2018-08-29,2018-09-04,STRAY,CAT,transfer,TREATABLE/MANAGEABLE,6,black,none,NaT,Sonoma County Animal Shelter,43339
PIT BULL/MIX,Male,2010-02-27,2014-02-27,2014-03-12,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,13,brown,none,1474,Sonoma County Animal Shelter,1461
DOMESTIC SH,Unknown,1900-01-01,2019-02-28,2019-02-28,STRAY,CAT,euthanize,UNTREATABLE,0,brn tabby,none,NaT,Sonoma County Animal Shelter,43522
RABBIT SH,Unknown,2015-08-11,2015-08-25,2015-11-01,STRAY,OTHER,transfer,TREATABLE/REHAB,68,white,none,82,Sonoma County Animal Shelter,14
RHOD RIDGEBACK/MIX,Male,2008-12-23,2018-09-09,2018-09-11,STRAY,DOG,return to owner,HEALTHY,2,red,tan,3549,Sonoma County Animal Shelter,3547
PARSON RUSS TER,Neutered,2015-05-30,2017-05-30,2017-06-14,STRAY,DOG,adoption,HEALTHY,15,tricolor,none,746,Sonoma County Animal Shelter,731
LABRADOR RETR,Spayed,2009-06-28,2018-10-09,2018-10-09,STRAY,DOG,return to owner,UNKNOWN,0,chocolate,none,3390,Sonoma County Animal Shelter,3390
DOMESTIC SH,Unknown,1900-01-01,2014-08-12,2014-08-12,STRAY,CAT,euthanize,UNTREATABLE,0,black,none,NaT,Sonoma County Animal Shelter,41861
DOMESTIC SH,Neutered,2017-04-14,2017-06-14,2017-06-20,OWNER SURRENDER,CAT,adoption,HEALTHY,6,black,none,67,Sonoma County Animal Shelter,61
AUST CATTLE DOG,Female,2017-12-20,2018-12-20,2019-01-03,STRAY,DOG,transfer,HEALTHY,14,blue merle,none,379,Sonoma County Animal Shelter,365
DOMESTIC SH,Neutered,2016-03-30,2016-04-28,2016-06-10,OWNER SURRENDER,CAT,adoption,TREATABLE/REHAB,43,brn tabby,none,72,Sonoma County Animal Shelter,29
AUST CATTLE DOG,Female,1900-01-01,2023-06-19,2023-06-19,STRAY,DOG,return to owner,UNKNOWN,0,blue,black,NaT,Sonoma County Animal Shelter,45094
DOMESTIC LH,Spayed,2012-12-27,2017-12-14,2018-01-19,STRAY,CAT,adoption,TREATABLE/MANAGEABLE,36,tortie,none,1849,Sonoma County Animal Shelter,1813
GERM SHEPHERD,Male,2016-01-19,2017-01-19,2017-03-08,STRAY,DOG,euthanize,HEALTHY,48,brown,black,414,Sonoma County Animal Shelter,366
TR WALKER HOUND/MIX,Neutered,2022-07-02,2023-05-31,2023-06-16,ADOPTION RETURN,DOG,euthanize,HEALTHY,16,black,tan,349,Sonoma County Animal Shelter,333
CHICKEN,Male,1900-01-01,2021-05-26,2021-06-10,STRAY,OTHER,transfer,UNKNOWN,15,black,none,NaT,Sonoma County Animal Shelter,44340
SHEEP,Male,1900-01-01,2019-07-07,2019-07-23,STRAY,OTHER,adoption,UNKNOWN,16,white,black,NaT,Sonoma County Animal Shelter,43651
PARSON RUSS TER/MIX,Spayed,2012-06-24,2018-05-03,2018-06-05,STRAY,DOG,adoption,HEALTHY,33,white,brown,2172,Sonoma County Animal Shelter,2139
DOMESTIC SH,Spayed,1900-01-01,2019-11-16,2019-11-23,STRAY,CAT,return to owner,UNKNOWN,7,black,white,NaT,Sonoma County Animal Shelter,43783
POMERANIAN/SHIH TZU,Spayed,1900-01-01,2019-06-25,2019-07-02,CONFISCATE,DOG,return to owner,UNKNOWN,7,gold,none,NaT,Sonoma County Animal Shelter,43639
CHIHUAHUA SH,Male,1900-01-01,2021-04-12,2021-04-13,CONFISCATE,DOG,return to owner,UNKNOWN,1,brown,black,NaT,Sonoma County Animal Shelter,44296
DOMESTIC SH,Spayed,1900-01-01,2016-04-14,2016-04-21,STRAY,CAT,return to owner,HEALTHY,7,brn tabby,none,NaT,Sonoma County Animal Shelter,42472
DOMESTIC SH,Neutered,1900-01-01,2016-07-12,2016-07-20,STRAY,CAT,return to owner,HEALTHY,8,orange,none,NaT,Sonoma County Animal Shelter,42561
DOMESTIC MH,Spayed,2007-04-17,2014-07-04,2014-07-10,CONFISCATE,CAT,return to owner,HEALTHY,6,white,gray,2641,Sonoma County Animal Shelter,2635
FOX TERR SMOOTH/MIX,Female,2019-06-16,2020-04-06,2020-04-27,STRAY,DOG,transfer,HEALTHY,21,tan,white,316,Sonoma County Animal Shelter,295
PIT BULL,Male,1900-01-01,2016-01-22,2016-01-22,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,0,blue,white,NaT,Sonoma County Animal Shelter,42389
DOMESTIC SH,Spayed,2014-09-15,2014-10-15,2014-11-22,STRAY,CAT,adoption,TREATABLE/REHAB,38,brn tabby,white,68,Sonoma County Animal Shelter,30
CHIHUAHUA SH/PARSON RUSS TER,Male,2012-04-20,2018-08-22,2018-08-23,STRAY,DOG,return to owner,HEALTHY,1,white,brown,2316,Sonoma County Animal Shelter,2315
GERM SHEPHERD,Female,2022-11-03,2023-02-03,2023-02-04,STRAY,DOG,return to owner,UNKNOWN,1,black,tan,93,Sonoma County Animal Shelter,92
SIBERIAN HUSKY,Female,1900-01-01,2020-09-05,2020-09-05,STRAY,DOG,return to owner,UNKNOWN,0,brown,white,NaT,Sonoma County Animal Shelter,44077
DOMESTIC SH,Spayed,2020-10-27,2021-02-09,2021-02-11,ADOPTION RETURN,CAT,adoption,HEALTHY,2,black,white,107,Sonoma County Animal Shelter,105
DOMESTIC SH,Neutered,2015-04-14,2015-07-07,2015-07-14,STRAY,CAT,return to owner,HEALTHY,7,white,none,91,Sonoma County Animal Shelter,84
SHIH TZU,Female,2003-08-01,2019-07-23,2019-08-09,STRAY,DOG,euthanize,UNTREATABLE,17,white,none,5852,Sonoma County Animal Shelter,5835
AUST SHEPHERD,Female,2006-07-07,2014-06-25,2014-07-08,STRAY,DOG,euthanize,HEALTHY,13,black,tan,2923,Sonoma County Animal Shelter,2910
LEONBERGER/MIX,Neutered,2014-02-24,2019-03-08,2019-03-14,CONFISCATE,DOG,return to owner,UNKNOWN,6,red,black,1844,Sonoma County Animal Shelter,1838
GOLDEN RETR/GERM SHEPHERD,Spayed,2010-12-23,2018-09-04,2018-09-04,STRAY,DOG,return to owner,UNKNOWN,0,tan,black,2812,Sonoma County Animal Shelter,2812
DOMESTIC SH,Spayed,2012-02-09,2015-02-01,2015-02-09,STRAY,CAT,transfer,TREATABLE/MANAGEABLE,8,brn tabby,white,1096,Sonoma County Animal Shelter,1088
DOMESTIC SH,Neutered,2021-02-14,2023-02-14,2023-03-17,STRAY,CAT,adoption,HEALTHY,31,black,white,761,Sonoma County Animal Shelter,730
LABRADOR RETR/MIX,Neutered,2009-03-28,2019-03-28,2019-03-28,STRAY,DOG,return to owner,TREATABLE/MANAGEABLE,0,brown,none,3652,Sonoma County Animal Shelter,3652
CHIHUAHUA SH/MIX,Spayed,2012-05-23,2014-05-14,2014-05-27,STRAY,DOG,adoption,HEALTHY,13,black,none,734,Sonoma County Animal Shelter,721
PIT BULL,Neutered,2013-12-20,2015-05-14,2015-05-28,OWNER SURRENDER,DOG,euthanize,HEALTHY,14,blue,none,524,Sonoma County Animal Shelter,510
ALASKAN HUSKY,Neutered,2009-09-09,2015-08-16,2015-08-16,STRAY,DOG,return to owner,HEALTHY,0,gray,white,2167,Sonoma County Animal Shelter,2167
GERM SHEPHERD,Neutered,1900-01-01,2020-12-18,2021-01-20,OWNER SURRENDER,DOG,adoption,UNKNOWN,33,black,tan,NaT,Sonoma County Animal Shelter,44181
BASSET HOUND,Neutered,2012-08-30,2014-05-19,2014-05-19,STRAY,DOG,return to owner,HEALTHY,0,brown,white,627,Sonoma County Animal Shelter,627
GERM SHEPHERD,Male,2018-04-16,2021-04-16,2021-05-22,STRAY,DOG,euthanize,UNTREATABLE,36,black,brown,1132,Sonoma County Animal Shelter,1096
DOMESTIC SH,Neutered,2018-06-01,2018-08-15,2018-08-18,OWNER SURRENDER,CAT,adoption,HEALTHY,3,org tabby,none,78,Sonoma County Animal Shelter,75
LABRADOR RETR/MIX,Female,1900-01-01,2023-01-10,2023-01-10,CONFISCATE,DOG,return to owner,UNKNOWN,0,black,none,NaT,Sonoma County Animal Shelter,44934
DOMESTIC SH,Neutered,2016-03-29,2016-05-13,2016-06-23,TRANSFER,CAT,adoption,HEALTHY,41,brn tabby,none,86,Sonoma County Animal Shelter,45
CHIHUAHUA SH,Male,1900-01-01,2021-08-05,2021-09-22,OWNER SURRENDER,DOG,euthanize,HEALTHY,48,white,brown,NaT,Sonoma County Animal Shelter,44411
PIT BULL/MIX,Male,2016-04-16,2018-05-14,2018-05-23,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,9,white,black,767,Sonoma County Animal Shelter,758
ABYSSINIAN,Unknown,2021-06-10,2021-06-25,2021-06-25,STRAY,CAT,transfer,UNKNOWN,0,agouti,none,15,Sonoma County Animal Shelter,15
DOMESTIC MH,Neutered,2013-08-05,2016-08-03,2016-08-25,STRAY,CAT,return to owner,HEALTHY,22,black,white,1116,Sonoma County Animal Shelter,1094
PIT BULL,Female,1900-01-01,2016-01-07,2016-01-20,OWNER SURRENDER,DOG,euthanize,TREATABLE/MANAGEABLE,13,white,none,NaT,Sonoma County Animal Shelter,42374
DOMESTIC SH,Unknown,1900-01-01,2016-04-29,2016-05-06,STRAY,CAT,euthanize,UNTREATABLE,7,org tabby,none,NaT,Sonoma County Animal Shelter,42487
DOBERMAN PINSCH/MIX,Male,2014-07-17,2015-07-02,2015-07-18,STRAY,DOG,euthanize,UNTREATABLE,16,black,brown,366,Sonoma County Animal Shelter,350
AKITA,Neutered,2014-01-07,2016-01-07,2016-01-08,STRAY,DOG,return to owner,HEALTHY,1,brown,white,731,Sonoma County Animal Shelter,730
CHIHUAHUA SH,Male,1900-01-01,2020-11-04,2020-11-04,STRAY,DOG,return to owner,UNKNOWN,0,white,tan,NaT,Sonoma County Animal Shelter,44137
AMERICAN STAFF/PIT BULL,Neutered,2006-01-11,2015-11-19,2015-11-19,STRAY,DOG,return to owner,HEALTHY,0,black,white,3599,Sonoma County Animal Shelter,3599
DOMESTIC SH,Neutered,2015-05-02,2015-07-02,2015-07-07,STRAY,CAT,adoption,HEALTHY,5,black,none,66,Sonoma County Animal Shelter,61
POODLE STND/WELSH TERRIER,Neutered,2015-08-17,2016-11-21,2016-11-22,STRAY,DOG,return to owner,HEALTHY,1,agouti,none,463,Sonoma County Animal Shelter,462
YORKSHIRE TERR/MIX,Spayed,2010-03-01,2015-08-13,2015-08-21,OWNER SURRENDER,DOG,adoption,TREATABLE/REHAB,8,tan,none,1999,Sonoma County Animal Shelter,1991
LABRADOR RETR/MIX,Spayed,2004-08-01,2014-05-09,2014-05-10,STRAY,DOG,return to owner,HEALTHY,1,black,none,3569,Sonoma County Animal Shelter,3568
PARSON RUSS TER,Spayed,2005-12-02,2017-12-27,2018-02-02,STRAY,DOG,transfer,TREATABLE/MANAGEABLE,37,brown,white,4445,Sonoma County Animal Shelter,4408
DOMESTIC SH,Neutered,2022-05-06,2022-07-06,2022-07-30,CONFISCATE,CAT,adoption,HEALTHY,24,org tabby,white,85,Sonoma County Animal Shelter,61
DOMESTIC SH,Neutered,2004-07-18,2014-07-18,2014-11-07,TRANSFER,CAT,adoption,HEALTHY,112,orange,none,3764,Sonoma County Animal Shelter,3652
SHIH TZU/MIX,Spayed,2006-02-25,2015-02-24,2015-02-25,STRAY,DOG,return to owner,HEALTHY,1,white,white,3287,Sonoma County Animal Shelter,3286
DOMESTIC LH,Spayed,2005-12-09,2015-12-08,2015-12-09,CONFISCATE,CAT,return to owner,HEALTHY,1,black,white,3652,Sonoma County Animal Shelter,3651
CHIHUAHUA SH/MIX,Neutered,2013-07-15,2014-01-15,2014-01-23,STRAY,DOG,adoption,HEALTHY,8,white,tan,192,Sonoma County Animal Shelter,184
SIBERIAN HUSKY/MIX,Female,1900-01-01,2019-12-05,2019-12-21,STRAY,DOG,transfer,HEALTHY,16,black,brown,NaT,Sonoma County Animal Shelter,43802
PIT BULL,Neutered,2013-07-18,2023-07-15,2023-07-18,CONFISCATE,DOG,return to owner,UNKNOWN,3,red,white,3652,Sonoma County Animal Shelter,3649
GERM SHEPHERD,Female,2010-06-18,2015-06-07,2015-06-11,CONFISCATE,DOG,return to owner,HEALTHY,4,brown,black,1819,Sonoma County Animal Shelter,1815
MEX HAIRLESS,Female,2017-08-02,2023-04-04,2023-04-14,QUARANTINE,DOG,return to owner,UNKNOWN,10,black,white,2081,Sonoma County Animal Shelter,2071
CHIHUAHUA SH/MIX,Male,2012-01-22,2014-01-18,2014-01-22,TRANSFER,DOG,return to owner,TREATABLE/MANAGEABLE,4,black,brown,731,Sonoma County Animal Shelter,727
SIBERIAN HUSKY,Spayed,2021-01-24,2022-12-24,2023-02-15,STRAY,DOG,adoption,HEALTHY,53,red,white,752,Sonoma County Animal Shelter,699
BAT,Unknown,1900-01-01,2021-04-14,2021-04-15,QUARANTINE,OTHER,euthanize,UNKNOWN,1,brown,none,NaT,Sonoma County Animal Shelter,44298
BAT,Unknown,1900-01-01,2018-09-12,2018-09-12,QUARANTINE,OTHER,euthanize,UNTREATABLE,0,black,none,NaT,Sonoma County Animal Shelter,43353
PARROT,Unknown,1900-01-01,2015-01-16,2015-01-17,CONFISCATE,OTHER,return to owner,HEALTHY,1,green,yellow,NaT,Sonoma County Animal Shelter,42018
GERM SHEPHERD,Neutered,2007-12-24,2014-10-18,2014-10-29,OWNER SURRENDER,DOG,euthanize,UNTREATABLE,11,black,none,2501,Sonoma County Animal Shelter,2490
CHIHUAHUA SH/PARSON RUSS TER,Neutered,2014-11-26,2016-04-12,2016-05-13,OWNER SURRENDER,DOG,transfer,TREATABLE/MANAGEABLE,31,black,none,534,Sonoma County Animal Shelter,503
DOMESTIC SH,Female,2023-03-25,2023-04-08,2023-04-14,STRAY,CAT,transfer,UNKNOWN,6,black,white,20,Sonoma County Animal Shelter,14
PIT BULL,Female,1900-01-01,2018-04-01,2018-04-12,STRAY,DOG,euthanize,UNTREATABLE,11,black,none,NaT,Sonoma County Animal Shelter,43189
CHIHUAHUA SH/MIX,Spayed,2009-08-25,2014-08-25,2014-08-27,TRANSFER,DOG,return to owner,TREATABLE/MANAGEABLE,2,brown,white,1828,Sonoma County Animal Shelter,1826
LABRADOR RETR,Neutered,2018-08-01,2019-04-12,2019-05-10,STRAY,DOG,adoption,TREATABLE/MANAGEABLE,28,yellow,none,282,Sonoma County Animal Shelter,254
DOBERMAN PINSCH/ENG COONHOUND,Neutered,2014-01-02,2019-06-25,2019-07-06,CONFISCATE,DOG,return to owner,HEALTHY,11,black,tan,2011,Sonoma County Animal Shelter,2000
SCHNAUZER STAND/MIX,Spayed,2016-06-01,2017-05-11,2017-07-01,OWNER SURRENDER,DOG,transfer,HEALTHY,51,black,tan,395,Sonoma County Animal Shelter,344
ITAL GREYHOUND,Spayed,2005-10-12,2017-10-11,2017-10-17,STRAY,DOG,euthanize,UNKNOWN,6,gray,none,4388,Sonoma County Animal Shelter,4382
GERM SHEPHERD,Female,2017-08-22,2019-09-06,2019-09-06,STRAY,DOG,return to owner,UNKNOWN,0,black,none,745,Sonoma County Animal Shelter,745
PIT BULL/MIX,Spayed,2015-09-13,2017-09-13,2017-10-03,STRAY,DOG,return to owner,UNKNOWN,20,br brindle,white,751,Sonoma County Animal Shelter,731
AIREDALE TERR/MIX,Neutered,2016-01-22,2016-07-22,2016-08-16,STRAY,DOG,transfer,HEALTHY,25,black,tan,207,Sonoma County Animal Shelter,182
PIT BULL/MIX,Spayed,2009-01-15,2016-05-04,2016-05-10,STRAY,DOG,return to owner,HEALTHY,6,brown,white,2672,Sonoma County Animal Shelter,2666
DOMESTIC SH,Spayed,2022-08-01,2022-10-01,2022-12-13,OWNER SURRENDER,CAT,adoption,HEALTHY,73,black,white,134,Sonoma County Animal Shelter,61
DOMESTIC MH,Neutered,2012-12-11,2017-11-22,2017-12-15,CONFISCATE,CAT,adoption,HEALTHY,23,black,none,1830,Sonoma County Animal Shelter,1807
CHIHUAHUA SH,Neutered,2010-05-22,2018-05-22,2018-06-15,STRAY,DOG,transfer,HEALTHY,24,tan,none,2946,Sonoma County Animal Shelter,2922
DOMESTIC SH,Spayed,2014-07-09,2014-10-09,2014-10-18,STRAY,CAT,adoption,HEALTHY,9,calico,none,101,Sonoma County Animal Shelter,92
AUST SHEPHERD/MIX,Spayed,2017-10-09,2019-02-28,2019-04-11,CONFISCATE,DOG,adoption,HEALTHY,42,brown,white,549,Sonoma County Animal Shelter,507
DOMESTIC MH,Spayed,2021-05-04,2021-06-04,2021-07-15,STRAY,CAT,adoption,UNKNOWN,41,gray tabby,none,72,Sonoma County Animal Shelter,31
BANTAM,Male,1900-01-01,2016-11-18,2016-12-02,STRAY,OTHER,transfer,HEALTHY,14,red,gray,NaT,Sonoma County Animal Shelter,42690
GERM SHEPHERD/MIX,Spayed,2019-10-20,2022-09-23,2022-11-16,STRAY,DOG,adoption,HEALTHY,54,black,tan,1123,Sonoma County Animal Shelter,1069
BORDER COLLIE/MIX,Spayed,2008-04-23,2016-10-08,2016-10-08,STRAY,DOG,return to owner,HEALTHY,0,black,white,3090,Sonoma County Animal Shelter,3090
GERM SHEPHERD,Spayed,2019-05-27,2019-11-12,2019-11-30,STRAY,DOG,adoption,UNKNOWN,18,tan,black,187,Sonoma County Animal Shelter,169
AUST KELPIE/WHIPPET,Male,2018-06-27,2020-06-27,2020-07-28,STRAY,DOG,transfer,UNKNOWN,31,red,none,762,Sonoma County Animal Shelter,731
DOMESTIC SH,Male,2019-06-30,2019-07-30,2019-07-31,STRAY,CAT,transfer,TREATABLE/REHAB,1,brn tabby,white,31,Sonoma County Animal Shelter,30
DOMESTIC MH,Spayed,2011-12-13,2016-11-12,2016-11-26,OWNER SURRENDER,CAT,adoption,HEALTHY,14,white,gray,1810,Sonoma County Animal Shelter,1796
POODLE MIN/MIX,Neutered,1900-01-01,2014-06-10,2014-06-11,CONFISCATE,DOG,return to owner,HEALTHY,1,black,none,NaT,Sonoma County Animal Shelter,41798
DOMESTIC SH,Neutered,1999-12-14,2013-12-14,2014-01-02,OWNER SURRENDER,CAT,euthanize,TREATABLE/MANAGEABLE,19,black,none,5133,Sonoma County Animal Shelter,5114
