Animal_Type,DOB,Primary_Color,Secondary_Color,Sex,Intake_Date,Intake_Condition,Intake_Type,Outcome_Date,Outcome_Type,Intake_Age,Outcome_Age,Time_in_Shelter_Days,Intake_Age_Days,Breed,Shelter_Name
CAT,2017-03-09,BRN TABBY,None,Female,2017-04-12,UNDER AGE/WEIGHT,STRAY,2017-04-16,RESCUE,34 days,38 days,4 days,34,Unknown,Long Beach California Animal Shelter
CAT,2017-08-29,GRAY,None,Female,2017-09-29,UNDER AGE/WEIGHT,STRAY,2017-10-13,EUTHANASIA,31 days,45 days,14 days,31,Unknown,Long Beach California Animal Shelter
CAT,2013-09-29,GRAY,None,Spayed,2017-09-29,FERAL,STRAY,2017-11-01,"SHELTER, NEUTER, RETURN",1461 days,1494 days,33 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2007-03-16,TAN,None,Male,2017-03-16,ILL MILD,STRAY,2017-04-03,RESCUE,3653 days,3671 days,18 days,3653,Unknown,Long Beach California Animal Shelter
CAT,2014-03-08,GRAY TABBY,WHITE,Spayed,2017-03-08,NORMAL,STRAY,2017-04-14,ADOPTION,1096 days,1133 days,37 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2014-08-12,BROWN,None,Female,2019-08-12,ILL SEVERE,STRAY,2019-08-12,EUTHANASIA,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
CAT,2017-09-05,GRAY,None,Female,2017-10-05,UNDER AGE/WEIGHT,STRAY,2017-10-23,EUTHANASIA,30 days,48 days,18 days,30,Unknown,Long Beach California Animal Shelter
CAT,2017-09-05,BRN TABBY,None,Female,2017-10-05,UNDER AGE/WEIGHT,STRAY,2017-10-18,EUTHANASIA,30 days,43 days,13 days,30,Unknown,Long Beach California Animal Shelter
DOG,2016-09-29,BUFF,WHITE,Neutered,2020-05-28,NORMAL,OWNER SURRENDER,2020-06-13,ADOPTION,1337 days,1353 days,16 days,1337,Unknown,Long Beach California Animal Shelter
CAT,2012-03-05,GRAY,None,Male,2017-03-05,NORMAL,OWNER SURRENDER,2017-03-08,RETURN TO OWNER,1826 days,1829 days,3 days,1826,Unknown,Long Beach California Animal Shelter
BIRD,2014-05-12,GREEN,BLACK,Male,2017-05-12,INJURED  MILD,WILDLIFE,2017-05-12,TRANSFER,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
OTHER,2019-12-19,BROWN,None,Unknown,2020-06-19,ILL MODERATETE,WILDLIFE,2020-06-19,TRANSFER,183 days,183 days,0 days,183,Unknown,Long Beach California Animal Shelter
CAT,2018-05-20,CALICO,BROWN,Female,2018-06-20,UNDER AGE/WEIGHT,STRAY,2018-06-22,RESCUE,31 days,33 days,2 days,31,Unknown,Long Beach California Animal Shelter
CAT,2018-05-20,GRAY,WHITE,Male,2018-06-20,UNDER AGE/WEIGHT,STRAY,2018-06-22,RESCUE,31 days,33 days,2 days,31,Unknown,Long Beach California Animal Shelter
CAT,2017-08-02,TORTIE,None,Female,2017-09-17,UNDER AGE/WEIGHT,STRAY,2017-10-24,RESCUE,46 days,83 days,37 days,46,Unknown,Long Beach California Animal Shelter
CAT,2017-08-02,BLACK,WHITE,Male,2017-09-17,UNDER AGE/WEIGHT,STRAY,2017-10-24,RESCUE,46 days,83 days,37 days,46,Unknown,Long Beach California Animal Shelter
BIRD,2018-04-08,BROWN,None,Unknown,2019-04-08,INJURED  MODERATE,WILDLIFE,2019-04-08,TRANSPORT,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2007-06-30,BLACK,None,Female,2017-05-24,ILL MILD,OWNER SURRENDER,2017-05-30,EUTHANASIA,3616 days,3622 days,6 days,3616,Unknown,Long Beach California Animal Shelter
BIRD,2016-11-08,WHITE,None,Unknown,2017-11-08,ILL SEVERE,Euthenasia Required,2017-11-08,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
CAT,2019-04-10,BRN TABBY,None,Female,2019-05-25,UNDER AGE/WEIGHT,STRAY,2019-05-30,RESCUE,45 days,50 days,5 days,45,Unknown,Long Beach California Animal Shelter
CAT,2019-04-10,BLK SMOKE,None,Male,2019-05-29,UNDER AGE/WEIGHT,STRAY,2019-05-30,RESCUE,49 days,50 days,1 days,49,Unknown,Long Beach California Animal Shelter
CAT,2018-07-03,GRAY,WHITE,Female,2018-07-27,UNDER AGE/WEIGHT,STRAY,2018-07-27,RESCUE,24 days,24 days,0 days,24,Unknown,Long Beach California Animal Shelter
CAT,2018-07-12,GRAY,WHITE,Female,2018-07-27,UNDER AGE/WEIGHT,STRAY,2018-07-27,RESCUE,15 days,15 days,0 days,15,Unknown,Long Beach California Animal Shelter
CAT,2018-07-12,SEAL PT,None,Female,2018-07-27,UNDER AGE/WEIGHT,STRAY,2018-07-27,RESCUE,15 days,15 days,0 days,15,Unknown,Long Beach California Animal Shelter
CAT,2018-07-12,SEAL PT,None,Male,2018-07-27,UNDER AGE/WEIGHT,STRAY,2018-07-27,RESCUE,15 days,15 days,0 days,15,Unknown,Long Beach California Animal Shelter
DOG,2020-08-15,GRAY,WHITE,Neutered,2022-08-15,AGED,STRAY,2022-09-15,ADOPTION,730 days,761 days,31 days,730,Unknown,Long Beach California Animal Shelter
CAT,2024-03-18,TORTIE,None,Female,2024-04-21,UNDER AGE/WEIGHT,STRAY,2024-04-21,RESCUE,34 days,34 days,0 days,34,Unknown,Long Beach California Animal Shelter
DOG,2010-07-27,TAN,RED,Spayed,2017-12-27,NORMAL,OWNER SURRENDER,2017-12-28,TRANSFER,2710 days,2711 days,1 days,2710,Unknown,Long Beach California Animal Shelter
CAT,2018-03-02,ORANGE,WHITE,Male,2018-05-30,NORMAL,OWNER SURRENDER,2018-06-03,ADOPTION,89 days,93 days,4 days,89,Unknown,Long Beach California Animal Shelter
CAT,2019-05-22,BRN TABBY,WHITE,Spayed,2019-06-22,UNDER AGE/WEIGHT,STRAY,2019-08-09,ADOPTION,31 days,79 days,48 days,31,Unknown,Long Beach California Animal Shelter
CAT,2019-07-01,BLACK,None,Male,2019-08-31,FRACTIOUS,STRAY,2019-09-20,DIED,61 days,81 days,20 days,61,Unknown,Long Beach California Animal Shelter
CAT,2018-05-24,SEAL PT,None,Unknown,2018-06-24,UNDER AGE/WEIGHT,STRAY,2018-06-24,EUTHANASIA,31 days,31 days,0 days,31,Unknown,Long Beach California Animal Shelter
CAT,2015-05-23,CHOC PT,None,Spayed,2018-05-23,NORMAL,STRAY,2018-06-13,"SHELTER, NEUTER, RETURN",1096 days,1117 days,21 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2020-09-04,TORTIE,None,Female,2020-11-04,NORMAL,STRAY,2020-11-09,RESCUE,61 days,66 days,5 days,61,Unknown,Long Beach California Animal Shelter
CAT,2019-08-29,BLACK,WHITE,Male,2019-08-31,UNDER AGE/WEIGHT,STRAY,2019-09-01,TRANSPORT,2 days,3 days,1 days,2,Unknown,Long Beach California Animal Shelter
CAT,2020-09-03,WHITE,GRAY,Spayed,2020-10-30,UNDER AGE/WEIGHT,STRAY,2020-12-05,ADOPTION,57 days,93 days,36 days,57,Unknown,Long Beach California Animal Shelter
CAT,2020-09-03,BLACK,WHITE,Female,2020-10-07,UNDER AGE/WEIGHT,STRAY,2020-10-08,EUTHANASIA,34 days,35 days,1 days,34,Unknown,Long Beach California Animal Shelter
DOG,2020-02-04,BROWN,BLACK,Neutered,2021-12-04,BEHAVIOR  MILD,STRAY,2022-02-05,ADOPTION,669 days,732 days,63 days,669,Unknown,Long Beach California Animal Shelter
BIRD,2016-07-12,BROWN,None,Unknown,2017-07-12,ILL MILD,WILDLIFE,2017-07-12,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2015-10-09,BLACK,WHITE,Female,2024-10-09,NORMAL,STRAY,2024-10-30,RESCUE,3288 days,3309 days,21 days,3288,Unknown,Long Beach California Animal Shelter
CAT,2023-07-26,BRN TABBY,None,Spayed,2024-03-02,NORMAL,RETURN,2024-03-02,ADOPTION,220 days,220 days,0 days,220,Unknown,Long Beach California Animal Shelter
CAT,2012-03-13,ORG TABBY,WHITE,Neutered,2019-03-13,FRACTIOUS,STRAY,2019-03-22,"SHELTER, NEUTER, RETURN",2556 days,2565 days,9 days,2556,Unknown,Long Beach California Animal Shelter
DOG,2017-02-14,WHITE,BROWN,Female,2017-06-02,NORMAL,OWNER SURRENDER,2017-06-04,TRANSFER,108 days,110 days,2 days,108,Unknown,Long Beach California Animal Shelter
CAT,2022-03-26,GRAY,None,Spayed,2022-05-26,UNDER AGE/WEIGHT,STRAY,2022-05-29,ADOPTION,61 days,64 days,3 days,61,Unknown,Long Beach California Animal Shelter
CAT,2021-08-25,GRAY,WHITE,Unknown,2023-08-25,NORMAL,STRAY,2023-08-26,TRANSFER,730 days,731 days,1 days,730,Unknown,Long Beach California Animal Shelter
CAT,2021-08-25,GRAY,WHITE,Female,2023-08-25,NORMAL,STRAY,2023-08-26,TRANSFER,730 days,731 days,1 days,730,Unknown,Long Beach California Animal Shelter
CAT,2017-03-29,GRAY,None,Female,2017-04-29,UNDER AGE/WEIGHT,STRAY,2017-04-30,TRANSFER,31 days,32 days,1 days,31,Unknown,Long Beach California Animal Shelter
CAT,2010-04-13,CHOC PT,None,Male,2020-04-13,ILL SEVERE,STRAY,2020-04-13,EUTHANASIA,3653 days,3653 days,0 days,3653,Unknown,Long Beach California Animal Shelter
CAT,2018-04-27,BLACK,WHITE,Male,2018-06-02,UNDER AGE/WEIGHT,STRAY,2018-06-06,RESCUE,36 days,40 days,4 days,36,Unknown,Long Beach California Animal Shelter
CAT,2017-06-04,BLACK,None,Female,2017-06-07,UNDER AGE/WEIGHT,STRAY,2017-07-13,RESCUE,3 days,39 days,36 days,3,Unknown,Long Beach California Animal Shelter
CAT,2014-06-07,BLACK,None,Spayed,2017-06-07,FERAL,STRAY,2017-07-07,RESCUE,1096 days,1126 days,30 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2019-09-07,BLACK,WHITE,Spayed,2021-08-20,NORMAL,STRAY,2021-09-08,COMMUNITY CAT,713 days,732 days,19 days,713,Unknown,Long Beach California Animal Shelter
DOG,2013-01-03,WHITE,BROWN,Male,2017-01-03,NORMAL,STRAY,2017-01-11,TRANSFER,1461 days,1469 days,8 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2007-01-24,BLACK,BROWN,Male,2018-01-26,ILL MILD,OWNER SURRENDER,2018-05-08,EUTHANASIA,4020 days,4122 days,102 days,4020,Unknown,Long Beach California Animal Shelter
CAT,2019-09-17,GRAY,WHITE,Male,2019-11-17,NORMAL,STRAY,2019-11-22,RESCUE,61 days,66 days,5 days,61,Unknown,Long Beach California Animal Shelter
DOG,2010-05-18,TAN,None,Female,2019-05-18,NORMAL,OWNER SURRENDER,2019-05-19,TRANSFER,3287 days,3288 days,1 days,3287,Unknown,Long Beach California Animal Shelter
CAT,2010-05-02,TRICOLOR,None,Female,2019-05-02,NORMAL,OWNER SURRENDER,2019-05-05,TRANSFER,3287 days,3290 days,3 days,3287,Unknown,Long Beach California Animal Shelter
CAT,2016-10-27,BLACK,WHITE,Male,2017-01-27,NORMAL,OWNER SURRENDER,2017-01-30,ADOPTION,92 days,95 days,3 days,92,Unknown,Long Beach California Animal Shelter
DOG,2015-03-28,BROWN,None,Neutered,2019-03-28,NORMAL,STRAY,2019-03-29,RETURN TO OWNER,1461 days,1462 days,1 days,1461,Unknown,Long Beach California Animal Shelter
DOG,2012-07-04,WHITE,None,Spayed,2021-10-07,INJURED  MILD,OWNER SURRENDER,2022-01-16,RESCUE,3382 days,3483 days,101 days,3382,Unknown,Long Beach California Animal Shelter
DOG,2017-01-16,BLACK,None,Spayed,2021-01-27,NORMAL,STRAY,2021-03-04,ADOPTION,1472 days,1508 days,36 days,1472,Unknown,Long Beach California Animal Shelter
DOG,2018-02-07,TAN,None,Neutered,2020-02-07,ILL MILD,OWNER SURRENDER,2020-02-13,TRANSFER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
CAT,2016-07-10,BLACK,WHITE,Spayed,2017-03-10,NORMAL,STRAY,2017-03-29,ADOPTION,243 days,262 days,19 days,243,Unknown,Long Beach California Animal Shelter
CAT,2017-04-10,CALICO,None,Female,2017-05-10,UNDER AGE/WEIGHT,STRAY,2017-05-12,RESCUE,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
CAT,2017-04-18,CREAM,WHITE,Unknown,2017-05-18,UNDER AGE/WEIGHT,STRAY,2017-05-18,EUTHANASIA,30 days,30 days,0 days,30,Unknown,Long Beach California Animal Shelter
CAT,2017-04-10,BRN TABBY,WHITE,Male,2017-05-10,UNDER AGE/WEIGHT,STRAY,2017-05-12,RESCUE,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
CAT,2017-04-10,GRAY,None,Male,2017-05-10,UNDER AGE/WEIGHT,STRAY,2017-05-12,RESCUE,30 days,32 days,2 days,30,Unknown,Long Beach California Animal Shelter
CAT,2018-05-12,WHITE,BLACK,Unknown,2018-07-12,UNDER AGE/WEIGHT,STRAY,2018-07-13,TRANSFER,61 days,62 days,1 days,61,Unknown,Long Beach California Animal Shelter
DOG,2008-03-16,WHITE,None,Spayed,2019-11-05,NORMAL,STRAY,2019-11-05,RETURN TO OWNER,4251 days,4251 days,0 days,4251,Unknown,Long Beach California Animal Shelter
DOG,2019-05-06,BROWN,None,Female,2024-05-07,BEHAVIOR  SEVERE,OWNER SURRENDER,2024-05-09,EUTHANASIA,1828 days,1830 days,2 days,1828,Unknown,Long Beach California Animal Shelter
DOG,2015-11-30,WHITE,None,Female,2022-11-30,NORMAL,STRAY,2022-12-09,ADOPTION,2557 days,2566 days,9 days,2557,Unknown,Long Beach California Animal Shelter
DOG,2017-06-19,TAN,WHITE,Neutered,2019-06-19,NORMAL,STRAY,2019-10-30,ADOPTION,730 days,863 days,133 days,730,Unknown,Long Beach California Animal Shelter
BIRD,2018-11-12,BROWN,WHITE,Unknown,2019-11-12,INJURED  SEVERE,WILDLIFE,2019-11-12,TRANSFER,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2012-08-15,BLACK,BROWN,Male,2020-08-15,NORMAL,STRAY,2020-08-19,RETURN TO OWNER,2922 days,2926 days,4 days,2922,Unknown,Long Beach California Animal Shelter
DOG,2014-01-20,BLACK,WHITE,Female,2019-01-20,NORMAL,STRAY,2019-01-20,RETURN TO OWNER,1826 days,1826 days,0 days,1826,Unknown,Long Beach California Animal Shelter
DOG,2009-02-14,BLONDE,None,Female,2022-02-14,NORMAL,STRAY,2022-02-14,RETURN TO OWNER,4748 days,4748 days,0 days,4748,Unknown,Long Beach California Animal Shelter
DOG,2015-05-09,WHITE,None,Male,2017-05-09,NORMAL,STRAY,2017-05-10,RETURN TO OWNER,731 days,732 days,1 days,731,Unknown,Long Beach California Animal Shelter
CAT,2014-04-08,WHITE,GRAY,Neutered,2018-06-22,INJURED  MODERATE,OWNER SURRENDER,2018-08-02,ADOPTION,1536 days,1577 days,41 days,1536,Unknown,Long Beach California Animal Shelter
CAT,2015-03-04,BLACK,WHITE,Neutered,2020-03-04,FRACTIOUS,STRAY,2020-03-11,"SHELTER, NEUTER, RETURN",1827 days,1834 days,7 days,1827,Unknown,Long Beach California Animal Shelter
CAT,2018-10-17,TORTIE,None,Female,2024-10-17,ILL MODERATETE,STRAY,2024-10-18,EUTHANASIA,2192 days,2193 days,1 days,2192,Unknown,Long Beach California Animal Shelter
DOG,2021-09-10,WHITE,None,Male,2022-09-10,NORMAL,STRAY,2022-09-11,TRANSFER,365 days,366 days,1 days,365,Unknown,Long Beach California Animal Shelter
DOG,2021-09-10,TAN,None,Male,2022-09-10,NORMAL,STRAY,2022-09-11,TRANSFER,365 days,366 days,1 days,365,Unknown,Long Beach California Animal Shelter
CAT,2022-07-12,BLACK,None,Male,2024-07-12,ILL SEVERE,STRAY,2024-07-13,EUTHANASIA,731 days,732 days,1 days,731,Unknown,Long Beach California Animal Shelter
DOG,2020-08-25,WHITE,GRAY,Female,2021-02-25,NORMAL,STRAY,2021-02-25,RETURN TO OWNER,184 days,184 days,0 days,184,Unknown,Long Beach California Animal Shelter
DOG,2016-09-06,TAN,None,Unknown,2024-09-06,INJURED  SEVERE,STRAY,2024-09-07,EUTHANASIA,2922 days,2923 days,1 days,2922,Unknown,Long Beach California Animal Shelter
DOG,2006-10-18,WHITE,None,Male,2023-10-17,AGED,STRAY,2023-10-18,RETURN TO OWNER,6208 days,6209 days,1 days,6208,Unknown,Long Beach California Animal Shelter
CAT,2021-07-01,CALICO,TORTIE,Spayed,2021-09-01,NORMAL,STRAY,2021-11-03,ADOPTION,62 days,125 days,63 days,62,Unknown,Long Beach California Animal Shelter
CAT,2014-03-26,TORTIE,BLACK,Spayed,2017-03-26,FERAL,STRAY,2017-03-29,"SHELTER, NEUTER, RETURN",1096 days,1099 days,3 days,1096,Unknown,Long Beach California Animal Shelter
DOG,2016-02-18,WHITE,None,Neutered,2021-02-16,NORMAL,STRAY,2021-03-13,RESCUE,1825 days,1850 days,25 days,1825,Unknown,Long Beach California Animal Shelter
BIRD,2020-08-21,WHITE,None,Unknown,2021-08-21,NORMAL,WILDLIFE,2021-08-23,RESCUE,365 days,367 days,2 days,365,Unknown,Long Beach California Animal Shelter
DOG,2018-01-29,GRAY,WHITE,Male,2021-01-29,INJURED  MILD,CONFISCATE,2021-02-03,EUTHANASIA,1096 days,1101 days,5 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2010-02-18,GRAY,WHITE,Female,2017-02-18,FERAL,OWNER SURRENDER,2017-03-02,EUTHANASIA,2557 days,2569 days,12 days,2557,Unknown,Long Beach California Animal Shelter
CAT,2019-02-08,BRN TABBY,WHITE,Spayed,2020-02-08,FRACTIOUS,STRAY,2020-02-21,"SHELTER, NEUTER, RETURN",365 days,378 days,13 days,365,Unknown,Long Beach California Animal Shelter
WILD,2017-10-18,BLACK,None,Unknown,2018-10-18,ILL MODERATETE,WILDLIFE,2018-10-18,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
RABBIT,2019-01-25,BROWN,None,Unknown,2020-01-25,INJURED  SEVERE,WILDLIFE,2020-01-25,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2023-11-08,SEAL,WHITE,Neutered,2024-03-17,NORMAL,RETURN,2024-04-05,ADOPTION,130 days,149 days,19 days,130,Unknown,Long Beach California Animal Shelter
BIRD,2023-04-11,BROWN,RED,Female,2023-08-11,INJURED  MILD,STRAY,2023-08-12,EUTHANASIA,122 days,123 days,1 days,122,Unknown,Long Beach California Animal Shelter
CAT,2016-07-06,BLACK,None,Spayed,2021-06-25,ILL MILD,STRAY,2021-07-06,EUTHANASIA,1815 days,1826 days,11 days,1815,Unknown,Long Beach California Animal Shelter
DOG,2018-06-04,GRAY,WHITE,Male,2019-02-04,NORMAL,STRAY,2019-02-04,RETURN TO OWNER,245 days,245 days,0 days,245,Unknown,Long Beach California Animal Shelter
OTHER,2016-02-06,GRAY,BLACK,Unknown,2021-02-06,ILL SEVERE,WILDLIFE,2021-02-06,EUTHANASIA,1827 days,1827 days,0 days,1827,Unknown,Long Beach California Animal Shelter
CAT,2019-11-14,TORTIE,None,Female,2022-11-14,INJURED  SEVERE,STRAY,2022-11-14,EUTHANASIA,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2019-08-26,GRAY,None,Spayed,2020-01-26,NORMAL,OWNER SURRENDER,2020-01-28,RESCUE,153 days,155 days,2 days,153,Unknown,Long Beach California Animal Shelter
CAT,2019-08-25,LYNX PT,None,Male,2020-01-25,NORMAL,OWNER SURRENDER,2020-01-26,TRANSFER,153 days,154 days,1 days,153,Unknown,Long Beach California Animal Shelter
CAT,2020-03-10,BLACK,None,Female,2020-04-16,UNDER AGE/WEIGHT,STRAY,2020-04-16,RESCUE,37 days,37 days,0 days,37,Unknown,Long Beach California Animal Shelter
DOG,2006-11-03,BLONDE,None,Male,2019-11-04,INJURED  SEVERE,OWNER SURRENDER,2019-11-05,EUTHANASIA,4749 days,4750 days,1 days,4749,Unknown,Long Beach California Animal Shelter
CAT,2020-08-31,BLK TABBY,WHITE,Male,2020-09-26,UNDER AGE/WEIGHT,STRAY,2020-10-01,RESCUE,26 days,31 days,5 days,26,Unknown,Long Beach California Animal Shelter
CAT,2021-09-06,GRAY TABBY,WHITE,Male,2021-10-06,ILL SEVERE,STRAY,2021-11-09,RESCUE,30 days,64 days,34 days,30,Unknown,Long Beach California Animal Shelter
OTHER,2020-12-31,GRAY,None,Unknown,2023-12-31,ILL MILD,WILDLIFE,2023-12-31,RETURN TO WILD HABITAT,1095 days,1095 days,0 days,1095,Unknown,Long Beach California Animal Shelter
CAT,2015-06-02,CALICO,None,Spayed,2020-06-02,NORMAL,CONFISCATE,2020-08-26,ADOPTION,1827 days,1912 days,85 days,1827,Unknown,Long Beach California Animal Shelter
CAT,2021-05-09,BLACK,None,Male,2021-12-09,NORMAL,OWNER SURRENDER,2021-12-30,TRANSFER,214 days,235 days,21 days,214,Unknown,Long Beach California Animal Shelter
CAT,2022-10-06,GRAY TABBY,WHITE,Male,2023-01-06,ILL MILD,STRAY,2023-01-07,RESCUE,92 days,93 days,1 days,92,Unknown,Long Beach California Animal Shelter
CAT,2018-01-25,BLACK,None,Spayed,2019-01-25,FRACTIOUS,STRAY,2019-02-08,"SHELTER, NEUTER, RETURN",365 days,379 days,14 days,365,Unknown,Long Beach California Animal Shelter
DOG,2021-06-30,WHITE,None,Spayed,2023-06-30,NORMAL,STRAY,2023-07-15,ADOPTION,730 days,745 days,15 days,730,Unknown,Long Beach California Animal Shelter
DOG,2014-09-13,GRAY,None,Spayed,2022-09-10,NORMAL,STRAY,2022-09-16,ADOPTION,2919 days,2925 days,6 days,2919,Unknown,Long Beach California Animal Shelter
CAT,2019-01-22,BLACK,None,Male,2019-07-22,NORMAL,STRAY,2019-07-26,TRANSFER,181 days,185 days,4 days,181,Unknown,Long Beach California Animal Shelter
CAT,2024-04-05,GRAY,WHITE,Male,2024-05-11,UNDER AGE/WEIGHT,STRAY,2024-05-14,RESCUE,36 days,39 days,3 days,36,Unknown,Long Beach California Animal Shelter
WILD,2014-09-23,BROWN,None,Unknown,2017-09-23,INJURED  SEVERE,WILDLIFE,2017-09-23,EUTHANASIA,1096 days,1096 days,0 days,1096,Unknown,Long Beach California Animal Shelter
CAT,2020-06-17,GRAY,WHITE,Male,2020-10-17,INJURED  SEVERE,STRAY,2020-10-17,EUTHANASIA,122 days,122 days,0 days,122,Unknown,Long Beach California Animal Shelter
WILD,2020-05-27,BROWN,None,Female,2023-05-27,ILL MODERATETE,WILDLIFE,2023-05-27,EUTHANASIA,1095 days,1095 days,0 days,1095,Unknown,Long Beach California Animal Shelter
BIRD,2024-05-23,BROWN,None,Unknown,2024-06-07,INJURED  MODERATE,WILDLIFE,2024-06-07,RESCUE,15 days,15 days,0 days,15,Unknown,Long Beach California Animal Shelter
DOG,2009-06-18,CREAM,None,Male,2017-06-18,INJURED  MODERATE,STRAY,2017-06-25,RESCUE,2922 days,2929 days,7 days,2922,Unknown,Long Beach California Animal Shelter
CAT,2017-07-19,BLK TABBY,None,Male,2017-08-19,UNDER AGE/WEIGHT,STRAY,2017-08-20,EUTHANASIA,31 days,32 days,1 days,31,Unknown,Long Beach California Animal Shelter
CAT,2020-08-06,TORTIE,None,Female,2020-08-08,UNDER AGE/WEIGHT,STRAY,2020-08-09,RESCUE,2 days,3 days,1 days,2,Unknown,Long Beach California Animal Shelter
DOG,2006-06-02,WHITE,BROWN,Neutered,2020-05-30,NORMAL,STRAY,2020-06-03,RETURN TO OWNER,5111 days,5115 days,4 days,5111,Unknown,Long Beach California Animal Shelter
CAT,2022-09-02,ORG TABBY,None,Neutered,2023-08-02,I/I REPORT,RETURN,2023-08-29,TRANSFER,334 days,361 days,27 days,334,Unknown,Long Beach California Animal Shelter
CAT,2016-07-01,GRAY,BROWN,Female,2018-07-01,BEHAVIOR  MODERATE,CONFISCATE,2018-07-07,RETURN TO OWNER,730 days,736 days,6 days,730,Unknown,Long Beach California Animal Shelter
CAT,2018-02-06,GRAY,BROWN,Female,2018-07-01,BEHAVIOR  MODERATE,OWNER SURRENDER,2018-07-08,TRANSFER,145 days,152 days,7 days,145,Unknown,Long Beach California Animal Shelter
CAT,2021-10-26,GRAY,WHITE,Spayed,2021-12-10,UNDER AGE/WEIGHT,STRAY,2021-12-11,ADOPTION,45 days,46 days,1 days,45,Unknown,Long Beach California Animal Shelter
CAT,2018-07-08,CHOCOLATE,GRAY,Male,2018-08-14,UNDER AGE/WEIGHT,STRAY,2018-08-24,RESCUE,37 days,47 days,10 days,37,Unknown,Long Beach California Animal Shelter
CAT,2017-03-18,BLACK,None,Unknown,2017-03-22,UNDER AGE/WEIGHT,STRAY,2017-03-22,RESCUE,4 days,4 days,0 days,4,Unknown,Long Beach California Animal Shelter
CAT,2017-05-07,BLK TABBY,None,Unknown,2017-05-11,UNDER AGE/WEIGHT,STRAY,2017-05-11,EUTHANASIA,4 days,4 days,0 days,4,Unknown,Long Beach California Animal Shelter
CAT,2015-05-12,GRAY,WHITE,Neutered,2017-05-12,FERAL,STRAY,2017-05-18,"SHELTER, NEUTER, RETURN",731 days,737 days,6 days,731,Unknown,Long Beach California Animal Shelter
WILD,2020-12-24,BROWN,None,Unknown,2021-12-24,ILL SEVERE,WILDLIFE,2021-12-27,EUTHANASIA,365 days,368 days,3 days,365,Unknown,Long Beach California Animal Shelter
CAT,2017-04-05,BLACK,None,Neutered,2017-10-05,FERAL,STRAY,2017-10-12,"SHELTER, NEUTER, RETURN",183 days,190 days,7 days,183,Unknown,Long Beach California Animal Shelter
OTHER,2022-12-07,BLACK,WHITE,Unknown,2023-12-07,ILL SEVERE,WILDLIFE,2023-12-07,EUTHANASIA,365 days,365 days,0 days,365,Unknown,Long Beach California Animal Shelter
DOG,2023-05-21,BROWN,None,Neutered,2024-05-22,I/I REPORT,STRAY,2024-05-29,ADOPTION,367 days,374 days,7 days,367,Unknown,Long Beach California Animal Shelter
DOG,2021-08-19,BLACK,BROWN,Male,2022-08-19,NORMAL,STRAY,2022-08-28,ADOPTION,365 days,374 days,9 days,365,Unknown,Long Beach California Animal Shelter
